time_fs,avg_displacement_A,rms_displacement_A,com_drift_A,bbox_volume_A3
69.0,0.0734760466123819,0.0943741110196782,0.013435140055151328,1415.3830839449972
70.0,0.07478650442717913,0.0962467247564679,0.013622175649392722,1415.183370135921
71.0,0.07603441775252943,0.0980824844589998,0.01368455974994833,1415.4559360673313
72.0,0.07729460431647177,0.09996940360817258,0.013751693801889835,1416.0040565261331
73.0,0.07860878475427636,0.10190660871327493,0.013875659682367534,1416.4466987489236
74.0,0.07998166133507995,0.10384449063248982,0.014000493510171257,1416.7983782358797
75.0,0.08136163813919733,0.10576521374857098,0.014169221307628226,1416.9951739985647
76.0,0.08279663143395172,0.10770587544004762,0.014401901027020651,1417.5929511428462
77.0,0.08427335965386488,0.10963827512643509,0.014629941767496994,1417.7929439723441
78.0,0.085749016303401,0.11157962745246175,0.014799153727271386,1417.3033789715516
79.0,0.0870869111554774,0.11346681917817893,0.014950878425519924,1416.4168162065625
80.0,0.08827836153483433,0.11523068163838487,0.015116217282745625,1415.488220065127
81.0,0.08934317891620402,0.11688936783317312,0.015327779695278404,1415.0990989323047
82.0,0.09026712526075399,0.11840341469981083,0.015476451851810208,1415.5433576509124
83.0,0.09113563477692399,0.11979346312345672,0.015468440041241328,1417.1328469508658
84.0,0.09206688606014214,0.12122718358348236,0.015451851904578706,1419.2451203645858
85.0,0.09295548995122818,0.12269531463264316,0.015468668658208125,1421.467955225268
86.0,0.09386758993891939,0.12418651009564559,0.015449778584842868,1423.7227491224114
87.0,0.09482755272436089,0.12571586045278332,0.015464309051538214,1425.6299363430776
88.0,0.09574672697291026,0.12719669707467304,0.015519140979317192,1427.6040631109745
89.0,0.09658878202397153,0.12863587919164146,0.015565089360552658,1430.0629792105728
90.0,0.09734083975109538,0.13001717808848445,0.015531802597664504,1433.066052240221
91.0,0.0979278791307338,0.1312263617777753,0.015299575152601025,1436.3825133549094
92.0,0.09846343765327234,0.13237624500693485,0.014903665817477011,1439.459015955621
93.0,0.09892227954253259,0.13338449726725535,0.014403073620630192,1441.9151411208748
94.0,0.09939405489632083,0.13433550825693014,0.013802629459279268,1443.6540731044017
95.0,0.09995355441577024,0.13535244435059518,0.013124784152285702,1444.477696239076
96.0,0.1006217693729259,0.1364839824868837,0.012492925762544209,1444.3902052975689
97.0,0.10139413810869384,0.1377554661301318,0.012022236405578878,1443.863060501632
98.0,0.10225677413116985,0.1391437211483054,0.011776277780140012,1443.6280711350444
99.0,0.10313470251586516,0.14060229820668405,0.011653212832952732,1443.6230233096123
100.0,0.10398359388447984,0.1421283733947018,0.011491115847151697,1444.0700696953024
101.0,0.10478583726642084,0.14367218880058433,0.01129201610005446,1444.6703523859464
102.0,0.10553644982810902,0.14513299107021285,0.011012569469690982,1444.8320494409988
